f1/micro	f1/clade_micro	precision/micro	recall/micro	loss	step
0.08289910107851028	0.13333332538604736	0.04689442738890648	0.35698753595352173	14.446131205558777	400
0.06796126812696457	0.13333334028720856	0.04470781609416008	0.14162151515483856	10.739669269323349	800
1.882824653876014e-05	0.13333334028720856	0.03188981115818024	9.416902685188688e-06	4.613393956422806	1200
4.027542672702111e-06	0.13333334028720856	0.032182563096284866	2.013897301367251e-06	4.058925992250442	1600
1.8271894077770412e-06	0.13333334028720856	0.02572016417980194	9.136271614806901e-07	4.03359840631485	2000
4.247988727001939e-06	0.13333332538604736	0.07030303031206131	2.12405871025112e-06	3.971339976191521	2400
0.0001785753556760028	0.13333332538604736	0.7077639102935791	8.929894102038816e-05	3.878428890109062	2800
0.004146341234445572	0.13333332538604736	0.8792972564697266	0.002078070305287838	3.750734041929245	3200
0.013640642166137695	0.13333332538604736	0.8656445145606995	0.006874484475702047	3.666517645716667	3600
0.02270534262061119	0.13333332538604736	0.8121533989906311	0.011513615027070045	3.5877257084846494	4000
0.03141838312149048	0.13333334028720856	0.8209870457649231	0.016015643253922462	3.526774628162384	4400
0.04915555939078331	0.13333334028720856	0.8256800770759583	0.025331825017929077	3.43124874651432	4800
0.0485246442258358	0.13333334028720856	0.806876540184021	0.025014491751790047	3.3701522397994994	5200
0.06053571775555611	0.13333334028720856	0.8146971464157104	0.0314357690513134	3.2912869423627855	5600
0.08867674320936203	0.13333332538604736	0.8069515824317932	0.046916209161281586	3.194958792924881	6000
0.09938788414001465	0.13333334028720856	0.8156264424324036	0.05291810259222984	3.1446193897724153	6400
0.1283659189939499	0.13333334028720856	0.8229460716247559	0.06961212307214737	3.050479047894478	6800
0.14319589734077454	0.13333334028720856	0.8258054852485657	0.0783948302268982	2.9904517471790313	7200
0.17191793024539948	0.13333332538604736	0.8129063844680786	0.09612330794334412	2.915206335783005	7600
0.2124084085226059	0.13333334028720856	0.8296077251434326	0.12179623544216156	2.829518923163414	8000
0.24343372881412506	0.13333334028720856	0.8260412812232971	0.14275118708610535	2.7732756024599077	8400
0.2670741379261017	0.13333332538604736	0.8226533532142639	0.1594138890504837	2.7124855476617813	8800
0.29960113763809204	0.13333332538604736	0.8285468220710754	0.1828618347644806	2.649100463092327	9200
